SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,757 North Point St #4,San Francisco,CA,94109,1198000,2,2.0,Russian Hill,1190,,1989,19,1007,700,Active,,,http://www.redfin.com/CA/San-Francisco/757-N-Point-St-94109/unit-4/home/1816724,San Francisco MLS,511091,N,Y,37.8055317,-122.4196058
MLS Listing,,Condo/Co-op,1083 Clay St #201,San Francisco,CA,94108,915000,1,1.0,Nob Hill,915,,1984,43,1000,774,Active,,,http://www.redfin.com/CA/San-Francisco/1083-Clay-St-94108/unit-201/home/866246,San Francisco MLS,510175,N,Y,37.7935318,-122.4108297
MLS Listing,,Condo/Co-op,490 Connecticut St #3,San Francisco,CA,94107,649000,1,1.0,Potrero Hill,,,1940,52,,225,Active,,,http://www.redfin.com/CA/San-Francisco/490-Connecticut-St-94107/unit-3/home/114074218,San Francisco MLS,509606,N,Y,37.760116,-122.3974807
MLS Listing,,Single Family Residential,4353 17th St,San Francisco,CA,94114,899000,1,1.0,Corona Heights,685,1123,1909,64,1312,,Active,,,http://www.redfin.com/CA/San-Francisco/4353-17th-St-94114/home/1299551,San Francisco MLS,509150,N,Y,37.7619358,-122.4417445
MLS Listing,,Condo/Co-op,260 King St #665,San Francisco,CA,94107,999000,2,2.0,Mission Bay,1083,,2004,72,922,899,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-665/home/22889652,San Francisco MLS,508729,N,Y,37.7776422,-122.3934181
MLS Listing,,Condo/Co-op,1188 Valencia St #509,San Francisco,CA,94110,1449000,2,2.0,Inner Mission,,,2018,72,,533,Active,,,http://www.redfin.com/CA/San-Francisco/1188-Valencia-St-94110/unit-509/home/169571314,San Francisco MLS,508715,N,Y,37.75392,-122.4210164
MLS Listing,,Condo/Co-op,1370 Hayes St #1372,San Francisco,CA,94117,1498000,4,2.25,North Panhandle,1706,,1900,102,878,286,Active,,,http://www.redfin.com/CA/San-Francisco/1370-Hayes-St-94117/unit-1372/home/148065731,San Francisco MLS,506674,N,Y,37.7751235,-122.4390217
Redfin Data,,Condo/Co-op,1688 Pine St Unit E506,San Francisco,CA,94109,1298000,2,2.0,San Francisco,989,,2016,3,1312,758,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E506/home/112778979,Coming Soon,65735,N,Y,37.789553,-122.4232788
Redfin Data,,Condo/Co-op,451 Kansas St #371,San Francisco,CA,94107,899000,1,1.0,San Francisco,778,,2007,12,1156,556,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-371/home/23424333,Coming Soon,65600,N,Y,37.764113,-122.4029865
MLS Listing,,Single Family Residential,312 Athens St,SAN FRANCISCO,CA,94112,1488000,3,2.5,SAN FRANCISCO,1240,2495,1910,1,1200,,Active,,,http://www.redfin.com/CA/San-Francisco/312-Athens-St-94112/home/775569,MLSListings,ML81824410,N,Y,37.7231025,-122.4276701
MLS Listing,,Condo/Co-op,601 Van Ness Ave #230,San Francisco,CA,94102,620000,1,1.0,Van Ness/Civic Center,677,,1982,1,916,909,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-230/home/578119,San Francisco MLS,511596,N,Y,37.7813857,-122.4214063
MLS Listing,,Multi-Family (2-4 Unit),1156-1158 Church St,San Francisco,CA,94114,2449000,5,2.0,Noe Valley,2414,1711,1908,1,1014,,Active,,,http://www.redfin.com/CA/San-Francisco/1156-Church-St-94114/home/1767365,San Francisco MLS,511252,N,Y,37.7522816,-122.4277621
MLS Listing,,Condo/Co-op,601 Van Ness Ave #832,San Francisco,CA,94102,679000,1,1.0,Van Ness/Civic Center,682,,1982,1,996,909,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-832/home/576201,San Francisco MLS,511348,N,Y,37.7813857,-122.4214063
MLS Listing,,Single Family Residential,20 Palo Alto Ave,San Francisco,CA,94114,5495000,5,5.5,Clarendon Heights,5043,4443,1991,1,1090,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Palo-Alto-Ave-94114/home/26779942,San Francisco MLS,507244,N,Y,37.7570491,-122.4482009
MLS Listing,,Single Family Residential,1258 Shafter Ave,San Francisco,CA,94124,1275000,2,1.0,Bayview,995,2500,1944,1,1281,,Active,,,http://www.redfin.com/CA/San-Francisco/1258-Shafter-Ave-94124/home/1742879,San Francisco MLS,511572,N,Y,37.727584,-122.3842556
MLS Listing,,Single Family Residential,105 Trumbull St,San Francisco,CA,94112,899000,3,2.0,Excelsior,1365,3271,1905,1,659,,Active,,,http://www.redfin.com/CA/San-Francisco/105-Trumbull-St-94112/home/1167395,San Francisco MLS,511509,N,Y,37.7309772,-122.4281864
MLS Listing,,Single Family Residential,7 Hill Point Ave,San Francisco,CA,94117,2400000,4,4.0,Parnassus/Ashbury Heights,2092,3361,1917,1,1147,,Active,,,http://www.redfin.com/CA/San-Francisco/7-Hill-Point-Ave-94117/home/602373,San Francisco MLS,510612,N,Y,37.7646171,-122.4561125
MLS Listing,,Single Family Residential,444 Sawyer St,San Francisco,CA,94134,920000,3,2.0,Visitacion Valley,1302,2748,1944,2,707,,Active,,,http://www.redfin.com/CA/San-Francisco/444-Sawyer-St-94134/home/1929227,San Francisco MLS,511576,N,Y,37.7125638,-122.4149264
MLS Listing,,Condo/Co-op,718 Long Bridge St #1401,San Francisco,CA,94158,1795000,2,2.0,Mission Bay,1218,,2016,2,1474,1162,Active,,,http://www.redfin.com/CA/San-Francisco/718-Long-Bridge-St-94158/unit-1401/home/109464678,San Francisco MLS,499036,N,Y,37.7714717,-122.3945434
MLS Listing,,Condo/Co-op,1620 Fulton St,San Francisco,CA,94117,1340000,2,1.5,North Panhandle,1319,,1900,3,1016,100,Active,,,http://www.redfin.com/CA/San-Francisco/1620-Fulton-St-94117/home/110051739,San Francisco MLS,509933,N,Y,37.7762631,-122.4436201
MLS Listing,,Single Family Residential,1760 Dolores St,San Francisco,CA,94110,2125000,2,2.0,Glen Park,,2672,1923,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/1760-Dolores-St-94110/home/806246,San Francisco MLS,511538,N,Y,37.7414564,-122.42445
MLS Listing,,Single Family Residential,7 Aquavista Way,San Francisco,CA,94131,1400000,4,2.0,Midtown Terrace,1272,2426,1956,3,1101,,Active,,,http://www.redfin.com/CA/San-Francisco/7-Aquavista-Way-94131/home/1230272,San Francisco MLS,511371,N,Y,37.7515346,-122.4496653
MLS Listing,,Condo/Co-op,187 Corbett Ave,San Francisco,CA,94114,1200000,2,1.0,Corona Heights,1134,,1923,3,1058,305,Active,,,http://www.redfin.com/CA/San-Francisco/187-Corbett-Ave-94114/home/1513088,San Francisco MLS,510624,N,Y,37.7615347,-122.4424639
MLS Listing,,Condo/Co-op,5 Capp St,San Francisco,CA,94103,899000,2,1.0,Inner Mission,976,,1921,3,921,490,Active,,,http://www.redfin.com/CA/San-Francisco/5-Capp-St-94103/home/17582997,San Francisco MLS,510908,N,Y,37.7666286,-122.4186413
MLS Listing,,Single Family Residential,2 Everson St,San Francisco,CA,94131,12000000,4,6.0,Glen Park,6230,9962,1971,4,1926,,Active,,,http://www.redfin.com/CA/San-Francisco/2-Everson-St-94131/home/1875573,San Francisco MLS,511452,N,Y,37.7387528,-122.4294272
MLS Listing,,Single Family Residential,704 San Bruno Ave,SAN FRANCISCO,CA,94107,1588000,3,2.0,SAN FRANCISCO,1968,2495,1900,4,807,,Active,,,http://www.redfin.com/CA/San-Francisco/704-San-Bruno-Ave-94107/home/2027719,MLSListings,ML81824191,N,Y,37.7605004,-122.4053798
MLS Listing,,Condo/Co-op,120 Burrows St #3,San Francisco,CA,94134,698000,2,1.0,Portola,820,,1980,4,851,350,Active,,,http://www.redfin.com/CA/San-Francisco/120-Burrows-St-94134/unit-3/home/777863,San Francisco MLS,511501,N,Y,37.728905,-122.4046998
MLS Listing,,Condo/Co-op,355 1st St Unit S1905,San Francisco,CA,94105,939000,1,1.0,South Beach,691,,2004,4,1359,807,Active,,,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S1905/home/2030056,San Francisco MLS,511495,N,Y,37.7870311,-122.3936421
MLS Listing,,Condo/Co-op,75 Folsom St #1400,SAN FRANCISCO,CA,94105,2298000,2,2.0,SAN FRANCISCO,1302,,1991,4,1765,1366,Active,,,http://www.redfin.com/CA/San-Francisco/75-Folsom-St-94105/unit-1400/home/1565450,MLSListings,ML81824177,N,Y,37.7898032,-122.3897573
MLS Listing,,Multi-Family (5+ Unit),553 29th Ave,San Francisco,CA,94121,2850000,12,,Central Richmond,4636,3881,1966,4,615,,Active,,,http://www.redfin.com/CA/San-Francisco/553-29th-Ave-94121/home/610087,San Francisco MLS,511278,N,Y,37.7788618,-122.4892759
MLS Listing,,Condo/Co-op,318 Main St Unit 5J,San Francisco,CA,94105,1299000,1,1.0,South Beach,882,,2015,4,1473,1179,Active,,,http://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-5J/home/109315308,San Francisco MLS,511474,N,Y,37.789054,-122.3917187
MLS Listing,,Condo/Co-op,260 King St #881,SAN FRANCISCO,CA,94107,665000,1,1.0,SAN FRANCISCO,665,,2004,5,1000,799,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-881/home/22889674,MLSListings,ML81824145,N,Y,37.7776422,-122.3934181
MLS Listing,,Multi-Family (5+ Unit),5617 Geary Blvd,SAN FRANCISCO,CA,94121,1818000,,,SAN FRANCISCO,2667,2666,1924,5,682,,Active,,,http://www.redfin.com/CA/San-Francisco/5617-Geary-Blvd-94121/home/168621825,MLSListings,ML81824142,N,Y,37.7800197,-122.4798271
MLS Listing,,Single Family Residential,2775 Green St,San Francisco,CA,94123,9500000,5,4.5,Cow Hollow,,,1952,5,,,Active,,,http://www.redfin.com/CA/San-Francisco/2775-Green-St-94123/home/1780203,San Francisco MLS,509617,N,Y,37.7947945,-122.444667
MLS Listing,,Condo/Co-op,1817 California St Unit 2D,San Francisco,CA,94109,899000,2,1.5,Pacific Heights,814,,1960,5,1104,569,Active,,,http://www.redfin.com/CA/San-Francisco/1817-California-St-94109/unit-2D/home/1817850,San Francisco MLS,506458,N,Y,37.7899914,-122.4244811
MLS Listing,,Multi-Family (5+ Unit),190 21st Ave,San Francisco,CA,94121,3498000,7,,Lake,6045,2435,1960,5,579,,Active,,,http://www.redfin.com/CA/San-Francisco/190-21st-Ave-94121/home/1000578,San Francisco MLS,511464,N,Y,37.7842761,-122.4806231
MLS Listing,,Multi-Family (2-4 Unit),1239 1241 Scott St St,San Francisco,CA,94115,2290000,5,3.0,San Francisco County,2549,2644,1911,5,898,,Active,,,http://www.redfin.com/CA/San-Francisco/1241-Scott-St-94115/home/174014728,BAREIS,22030145,N,Y,37.7814361,-122.4376224
MLS Listing,,Condo/Co-op,1 Jennings Ct,SAN FRANCISCO,CA,94124,915000,3,2.0,SAN FRANCISCO,1567,,1995,5,584,100,Active,,,http://www.redfin.com/CA/San-Francisco/1-Jennings-Ct-94124/home/1630919,MLSListings,ML81824115,N,Y,37.717795,-122.397498
MLS Listing,,Condo/Co-op,280 Spear St Unit 12D,San Francisco,CA,94105,1495000,2,2.0,South Beach,1097,,2020,5,1363,1181,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-12D/home/167213745,San Francisco MLS,511453,N,Y,37.7903739,-122.3913812
MLS Listing,,Condo/Co-op,201 Folsom St Unit 18B,San Francisco,CA,94105,1768888,2,2.0,South Beach,1189,,2016,5,1488,1214,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-18B/home/143319908,San Francisco MLS,511347,N,Y,37.7887059,-122.3922385
MLS Listing,,Single Family Residential,539 Holyoke St,San Francisco,CA,94134,1288000,5,3.0,Portola,1972,3000,1949,6,653,,Active,,,http://www.redfin.com/CA/San-Francisco/539-Holyoke-St-94134/home/1430916,San Francisco MLS,511450,N,Y,37.7246856,-122.4076365
MLS Listing,,Condo/Co-op,950 Tennessee St #227,San Francisco,CA,94107,1139000,2,2.0,Central Waterfront,973,,2020,7,1171,599,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-227/home/170509425,San Francisco MLS,511434,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,1320 Masonic Ave,San Francisco,CA,94117,2500000,3,4.0,Haight Ashbury,2000,,1906,8,1250,,Active,,,http://www.redfin.com/CA/San-Francisco/1320-Masonic-Ave-94117/home/12353024,San Francisco MLS,510925,N,Y,37.7688827,-122.4447197
MLS Listing,,Multi-Family (2-4 Unit),646-648 Madrid St,San Francisco,CA,94131,989000,4,2.0,Excelsior,1400,2495,1905,9,706,,Active,,,http://www.redfin.com/CA/San-Francisco/646-Madrid-St-94112/home/1472027,San Francisco MLS,511420,N,Y,37.7194349,-122.4348005
MLS Listing,,Condo/Co-op,601 Van Ness Ave #802,SAN FRANCISCO,CA,94102,725000,1,1.0,SAN FRANCISCO,676,,1982,9,1072,909,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-802/home/951854,MLSListings,ML81823996,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,1000 Franklin St #20,San Francisco,CA,94109,599000,1,1.0,Van Ness/Civic Center,650,,1980,10,922,408,Active,,,http://www.redfin.com/CA/San-Francisco/1000-Franklin-St-94109/unit-20/home/173999870,San Francisco MLS,511391,N,Y,37.7838656,-122.422437
MLS Listing,,Condo/Co-op,300 Berry St #409,San Francisco,CA,94158,935000,2,1.0,Mission Bay,775,,2009,10,1206,592,Active,,,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-409/home/28938758,San Francisco MLS,511279,N,Y,37.7739297,-122.3962408
MLS Listing,,Condo/Co-op,1821 Stockton St #1821,San Francisco,CA,94133,1695000,3,1.5,Telegraph Hill,,,1907,10,,532,Active,,,http://www.redfin.com/CA/San-Francisco/1821-Stockton-St-94133/unit-1821/home/173998622,San Francisco MLS,509894,N,Y,37.8025869,-122.4098108
MLS Listing,,Condo/Co-op,55 Page St #320,San Francisco,CA,94102,382521,1,1.0,Hayes Valley,674,,2008,11,568,538,Active,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-320/home/17305738,San Francisco MLS,511379,N,Y,37.7738899,-122.4218771
MLS Listing,,Single Family Residential,731 Peralta Ave,San Francisco,CA,94110,539000,0,,Bernal Heights,,2766,,11,,,Active,,,http://www.redfin.com/CA/San-Francisco/731-Peralta-Ave-94110/unit-V/home/110063855,San Francisco MLS,511366,N,Y,37.740676,-122.4085434
MLS Listing,,Single Family Residential,2337 25th St,San Francisco,CA,94107,998899,2,1.0,Potrero Hill,878,1245,1926,11,1138,,Active,,,http://www.redfin.com/CA/San-Francisco/2337-25th-St-94107/home/1751610,San Francisco MLS,510485,N,Y,37.7518383,-122.4020609
MLS Listing,,Condo/Co-op,260 King St #771,San Francisco,CA,94107,999950,2,2.0,San Francisco,987,,2004,11,1013,899,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-771/home/11282437,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932514,N,Y,37.7776422,-122.3934181
MLS Listing,,Vacant Land,1230 Revere Ave,San Francisco,CA,94124,330000,,,Bayview,,2495,,12,,,Active,,,http://www.redfin.com/CA/San-Francisco/1230-Revere-Ave-94124/home/173985532,San Francisco MLS,511142,N,Y,37.7279689,-122.3831099
MLS Listing,,Single Family Residential,915 Capitol Ave,San Francisco,CA,94112,869888,2,1.0,Ingleside,875,1875,1925,12,994,,Active,,,http://www.redfin.com/CA/San-Francisco/915-Capitol-Ave-94112/home/1096009,San Francisco MLS,511283,N,Y,37.7185621,-122.4594245
MLS Listing,,Single Family Residential,285 Farallones St,San Francisco,CA,94112,1999999,2,1.0,San Francisco,2136,3125,1927,12,936,,Active,,,http://www.redfin.com/CA/San-Francisco/285-Farallones-St-94112/home/173980675,CRMLS,SW20260874,N,Y,37.713779,-122.461967
MLS Listing,,Single Family Residential,160 Lenox Way,San Francisco,CA,94127,1800000,3,2.0,West Portal,,3219,1926,12,,,Active,,,http://www.redfin.com/CA/San-Francisco/160-Lenox-Way-94127/home/1239143,San Francisco MLS,511102,N,Y,37.7415712,-122.4659745
MLS Listing,,Condo/Co-op,401 Harrison St Unit 34D,San Francisco,CA,94105,2750000,2,2.0,South Beach,1297,,2014,12,2120,1374,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-34D/home/105435892,San Francisco MLS,511315,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,92 Lapidge St,San Francisco,CA,94110,1149000,2,1.0,Mission Dolores,1100,,1924,12,1045,240,Active,,,http://www.redfin.com/CA/San-Francisco/92-Lapidge-St-94110/unit-92/home/18911234,San Francisco MLS,510380,N,Y,37.7602295,-122.4223706
MLS Listing,,Condo/Co-op,260 King St #457,SAN FRANCISCO,CA,94107,1029000,1,1.0,SAN FRANCISCO,1104,,2004,14,932,899,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-457/home/12331109,MLSListings,ML81823663,N,Y,37.7776422,-122.3934181
MLS Listing,,Multi-Family (2-4 Unit),250-252 18th Ave,San Francisco,CA,94121,1950000,4,4.0,Central Richmond,3440,3000,1915,15,567,,Active,,,http://www.redfin.com/CA/San-Francisco/250-18th-Ave-94121/home/607754,San Francisco MLS,511269,N,Y,37.7832848,-122.477112
MLS Listing,,Single Family Residential,3817 Folsom St,San Francisco,CA,94110,1299000,3,1.0,Bernal Heights,,1751,1923,15,,,Active,,,http://www.redfin.com/CA/San-Francisco/3817-Folsom-St-94110/unit-3817A/home/1583514,San Francisco MLS,511220,N,Y,37.7386924,-122.4131786
MLS Listing,,Condo/Co-op,25 Hattie St,San Francisco,CA,94114,988000,2,1.0,Eureka Valley/Dolore,,,1900,15,,234,Active,,,http://www.redfin.com/CA/San-Francisco/25-Hattie-St-94114/home/964428,San Francisco MLS,511170,N,Y,37.7613851,-122.4409272
MLS Listing,,Condo/Co-op,333 Main St Unit 6D,San Francisco,CA,94105,989000,1,1.0,South Beach,824,,2008,15,1200,897,Active,,,http://www.redfin.com/CA/San-Francisco/333-Main-St-94105/unit-6D/home/21966992,San Francisco MLS,511237,N,Y,37.7891307,-122.3910195
MLS Listing,,Condo/Co-op,3256 16th St #1,San Francisco,CA,94103,311185,1,1.0,Mission Dolores,753,,1983,15,413,537,Active,,,http://www.redfin.com/CA/San-Francisco/3256-16th-St-94103/unit-1/home/1960685,San Francisco MLS,511228,N,Y,37.7649786,-122.4254359
MLS Listing,,Single Family Residential,243 London St,San Francisco,CA,94112,1195000,3,1.0,Excelsior,1400,2495,1913,15,854,,Active,,,http://www.redfin.com/CA/San-Francisco/243-London-St-94112/home/1720472,San Francisco MLS,510897,N,Y,37.7251125,-122.4332144
MLS Listing,,Single Family Residential,13 Eugenia Ave,San Francisco,CA,94110,1398000,2,1.0,Bernal Heights,1148,2474,1900,15,1218,,Active,,,http://www.redfin.com/CA/San-Francisco/13-Eugenia-Ave-94110/home/1955824,San Francisco MLS,511221,N,Y,37.7421207,-122.4214415
MLS Listing,,Single Family Residential,,San Francisco,CA,94124,600000,2,1.0,Bayview,875,2500,1900,16,686,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94124/home/740241,San Francisco MLS,508709,N,Y,37.7280186,-122.389181
MLS Listing,,Condo/Co-op,725 Pine St #306,SAN FRANCISCO,CA,94108,495000,0,1.0,SAN FRANCISCO,354,,1920,16,1398,619,Active,,,http://www.redfin.com/CA/San-Francisco/725-Pine-St-94108/unit-306/home/17305249,MLSListings,ML81823503,N,Y,37.7910138,-122.4076967
MLS Listing,,Condo/Co-op,45 Bartlett St #812,San Francisco,CA,94110,679000,1,1.0,Inner Mission,521,,2014,16,1303,551,Active,,,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-812/home/109465076,San Francisco MLS,510992,N,Y,37.7559364,-122.419286
MLS Listing,,Multi-Family (2-4 Unit),1700 Funston Ave,SAN FRANCISCO,CA,94122,1988000,,,SAN FRANCISCO,2506,2156,1948,16,793,,Active,,,http://www.redfin.com/CA/San-Francisco/1700-Funston-Ave-94122/home/641613,MLSListings,ML81823463,N,Y,37.7561908,-122.46989
MLS Listing,,Condo/Co-op,1787 Alabama St,San Francisco,CA,94110,1300000,3,1.5,Bernal Heights,1100,,1909,16,1182,,Active,,,http://www.redfin.com/CA/San-Francisco/1787-Alabama-St-94110/home/28907122,San Francisco MLS,511177,N,Y,37.7444412,-122.4101812
MLS Listing,,Vacant Land,113 Warren Dr,San Francisco,CA,94131,8750000,,,Forest Knolls,,74997,,17,,,Active,,,http://www.redfin.com/CA/San-Francisco/113-Warren-Dr-94131/home/1023662,San Francisco MLS,511188,N,Y,37.7534828,-122.4578479
MLS Listing,,Single Family Residential,13 Ora Way,SAN FRANCISCO,CA,94131,2800000,4,3.0,SAN FRANCISCO,2500,2796,1968,17,1120,,Active,,,http://www.redfin.com/CA/San-Francisco/13-Ora-Way-94131/home/843049,MLSListings,ML81823417,N,Y,37.7423401,-122.4381643
MLS Listing,,Multi-Family (2-4 Unit),Alvarado St,San Francisco,CA,94110,2000000,4,3.0,San Francisco,2660,2848,1906,17,752,,Active,,,http://www.redfin.com/CA/San-Francisco/Alvarado-St-94110/home/173963627,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932151,N,Y,37.7544778,-122.4214975
MLS Listing,,Condo/Co-op,1177 California St #311,San Francisco,CA,94108,545000,0,1.0,Nob Hill,437,,1978,17,1247,932,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-311/home/1786995,San Francisco MLS,511139,N,Y,37.7910262,-122.4136476
MLS Listing,,Multi-Family (2-4 Unit),148-152 Julian Ave,San Francisco,CA,94103,1495000,6,3.0,Inner Mission,3480,1875,1907,17,430,,Active,,,http://www.redfin.com/CA/San-Francisco/148-Julian-Ave-94103/home/1686751,San Francisco MLS,510177,N,Y,37.7657864,-122.4211782
MLS Listing,,Condo/Co-op,1650 Broadway #603,San Francisco,CA,94109,1750000,2,2.0,Pacific Heights,1083,,2016,18,1616,1071,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Broadway-94109/unit-603/home/144063544,San Francisco MLS,511128,N,Y,37.7959245,-122.424407
MLS Listing,,Multi-Family (2-4 Unit),116-118 Terra Vista Ave,San Francisco,CA,94115,2300000,4,2.0,Anza Vista,3124,4330,1950,18,736,,Active,,,http://www.redfin.com/CA/San-Francisco/116-Terra-Vista-Ave-94115/home/970441,San Francisco MLS,511127,N,Y,37.7815555,-122.444094
MLS Listing,,Single Family Residential,392 Bayview Cir,San Francisco,CA,94124,775000,2,2.0,Silver Terrace,1301,1831,1986,18,596,357,Active,,,http://www.redfin.com/CA/San-Francisco/392-Bayview-Cir-94124/home/1025568,San Francisco MLS,510698,N,Y,37.7332549,-122.3968391
MLS Listing,,Condo/Co-op,1688 Pine St Unit W601,San Francisco,CA,94109,1260000,2,2.0,Van Ness/Civic Center,914,,2016,18,1379,750,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W601/home/109690555,San Francisco MLS,510376,N,Y,37.789553,-122.4232788
MLS Listing,,Multi-Family (5+ Unit),4500 Mission St,San Francisco,CA,94112,4988000,12,,Mission Terrace,11146,4996,1928,18,448,,Active,,,http://www.redfin.com/CA/San-Francisco/4500-Mission-St-94112/home/84246149,San Francisco MLS,510801,N,Y,37.725775,-122.434341
MLS Listing,,Condo/Co-op,458 Arlington St,San Francisco,CA,94131,1299000,3,2.0,Glen Park,1345,,1987,19,966,390,Active,,,http://www.redfin.com/CA/San-Francisco/458-Arlington-St-94131/home/28939232,San Francisco MLS,511115,N,Y,37.73558,-122.4292623
MLS Listing,,Multi-Family (2-4 Unit),1239-1241 Scott St,San Francisco,CA,94115,2290000,5,3.0,Western Addition,2549,2644,1911,19,898,,Active,,,http://www.redfin.com/CA/San-Francisco/1239-Scott-St-94115/home/1595092,San Francisco MLS,510919,N,Y,37.7814063,-122.4376627
MLS Listing,,Condo/Co-op,795 8th Ave #404,San Francisco,CA,94118,898000,2,1.0,Inner Richmond,881,,1996,19,1019,589,Active,,,http://www.redfin.com/CA/San-Francisco/795-8th-Ave-94118/unit-404/home/1818951,San Francisco MLS,510462,N,Y,37.7736382,-122.4662528
MLS Listing,,Single Family Residential,69 Tiffany Ave,San Francisco,CA,94110,1495000,2,2.0,Bernal Heights,1000,2495,1941,19,1495,,Active,,,http://www.redfin.com/CA/San-Francisco/69-Tiffany-Ave-94110/home/1397613,San Francisco MLS,511069,N,Y,37.7456484,-122.420656
MLS Listing,,Condo/Co-op,170 King St #839,San Francisco,CA,94107,798000,1,1.0,South Beach,681,,2007,19,1172,695,Active,,,http://www.redfin.com/CA/San-Francisco/170-King-St-94107/unit-839/home/17305472,San Francisco MLS,510456,N,Y,37.7789817,-122.3917515
